Sentence,Source,label
انتم خونة وتتلاعبون بالألفاظ #تيران_وصنافير_مصرية #يسقط_حكم_الخونة #يسقط_كل_الخونة https://t.co/nXBg0ErTjK,Tweet,Impolite
التحديث الاخير يسالنى هل توافق على الشروط والأحكام اضغط على زر التاكيد لكن للاسف لم يفتح التطبيق معاي,Companies,Neutral
سي تفصيله غير متقن قطعه قماش مرتوبه من الجوانب لا اكثر ولا اقل يطلع اصغر تفصيله في الجسم لا ماكانت باينه تبان,Shein,Neutral
انهم الاسود انهم المغاربة تاهل الى روسيا بشباك نظيفة طيلة فترة تصفيات #كاس_العالم #المغرب https://t.co/9MJanU2tl,Tweet,Polite
فى تصفيات كأس العالم اسف الفرحة لخبطتتنى,Tweet,Neutral
ارجووو اصلاح التطبيق حيث النظام السابق افضل,Companies,Polite
#سوبر_كورة | جميع أهداف منتخب مصر في تصفيات كأس العالم بروسيا 2018 https://t.co/vs3MDFqpC7 https://t.co/Qp1HTyqRMV,Tweet,Neutral
للتصححيح الي فزع بمعركة السلاجقة هو سليمان شاه( والد ارطغرل ) وليس ارطغرل,Youtube,Neutral
التطبيق صار مره مره مره سيئ ما ادري ايش المشكله كل ما احط اسم المستخدم والرمز السري يقول غلط صارلي اكثر من اسبوعين من يوم ما اتحدث,Companies,Neutral
البرنامج يطلب تحديث واذهب الى المتجر لايوجد تحديث,Companies,Neutral
الانبياء منهم النجار والراعي والخياط وهم اشرف الخلق وافضلها الشغل فخر العيب انك تكون عاله على من حولك والمؤمن القوي خير من المؤمن الضعيف,Youtube,Neutral
وش السالفه احط اسم المستخدم والسري مايدخل ولاتجي رساله اسبوع الحين,Companies,Neutral
تطبيق زفت واداره استغفر الله اروح البنك يقولي لازم تحول ٣٠٠٠ريال ياعمي انا هحول ٤٠٠ريال يقولي لا ووقف الصرافه الله لا يسامحه عطلني وعطل مصالحي مدير فرع غبيرا quick pay,Companies,Impolite
"الموسيقى بالمقدمة تعتبر النقطة السوداء الوحيدة باللقاء. 
نسأل الله لنا ولكم الرضاء والقبول جزاكم الله خير. 
الدكتور خالد أبدعت ووفقت وشكرًا لك على تمسكك بالشريعة الإسلامية التي هي أساس كل شيء تسلحت في هذا اللقاء بسلاح قوي فشكرًا لك.",Youtube,Polite
انجس خلق الله على الاطلاق ...كافي ما يعرف منوا ابوا يعني ابن حرام..   اللي مو مصدق يبحث ويتأكد بنفسه,Youtube,Impolite
ههههههه كله على رأس المندوب,Youtube,Neutral
"أنا أول مرة أشترك في جاهز وماكملت معهم يمكن شهر الا ومسوين فيني مقلب غير محترم طلبت من مطعم أعرفه لكن كان معطينه اسم ثاني غير اسم المطعم الحقيقي وطلبت إلغاء الطلب فوراً قبل حتى تجهيزه ورفضوا الإلغاء لا وحطو علي مديونية رغم عدم استلامي للطلب يعني حشفة وسوء كيلة
ترى مايمدح السوق الا من ربح فيه😉
وأبشركم قفلت ابوه وحولنا على تطبيق غيره",Youtube,Neutral
اصحاب الثواني,Youtube,Neutral
حلقة جدا ممتعه و فيها كمية معلومات وفيرة,Youtube,Polite
ماجربتها,Shein,Neutral
أول مطلب للجمهور إعدموا مرتضي منصور,Tweet,Impolite
حلو مره ولونه يجنن بس مو ما يطول ثباته,Shein,Neutral
إختيار جدا موفق وضروري نشره لتوعية النخب,Youtube,Polite
يوسف بن إبراهيم: #الربيع_العربي .. دروس وعبر #المنتدى #صحيفة_الرؤية https://t.co/VGKId2wVZu https://t.co/5bv3ts1vNf,Tweet,Neutral
مدري كيف اصارحكم اني اريد لايكات بدون استغلال الدين💗💗,Youtube,Neutral
" الرئيس #مرسي في المحكمة اليوم : الحاجز الزجاجى يجعلني ""حاضر الجلسات كالغائب ""و يقول انه لم يري دفاعه منذ شهور ..يرعبهم صوته لأنه لم يفرط في #تيران_وصنافير#الخائن_يحكم_بقوة_السلاح https://t.co/nvBUqK4qM0",Tweet,Neutral
عاش السيد مصطفى عبد الفتاح السيسي نجل السيد الرئيس,Tweet,Polite
ماعجبتني مره توفعتها احسن,Shein,Neutral
السلام عليكم. بالنسبة لتطبيق بعد التحديث الجديد صار جدا سيء وأتمنى لو ترجعونه مثل قبل أحسن لأنو كل مابي أدخل يرفض...... وشكرا لكم,Companies,Polite
ليتها بقت ولاية فرنسية,Youtube,Neutral
مو مرا الصراحه كأنه اقلام تلوين,Shein,Neutral
"لون جميل و لمعة رائعه ، لكن الحذاء قاسي نوعاً ولا يناسب المشي كثيراً اعتقد انه يسب الم في القدم و بكن بشكل عام هو انيق و ملفت",Shein,Neutral
خدمات مضمونه,Companies,Neutral
غير جيد,Shein,Neutral
" ""محمد التويجري"" وزيراً للاقتصاد والتخطيط ، اختيار موفق بإذن الله ..الوزير التويجري كان طياراً أثناء أزمة الخليج وخبير دولي في الاقتصاد.",Tweet,Polite
ذا يتكلم بلهجة المشاعر وليس بلهجة الدكاترة هو مع الحزب الديمقراطي ضد الحزب الجمهوري,Youtube,Neutral
القصه كلها محمد صلاح خخخخخخ,Tweet,Neutral
فاااااشل ضيعت وقتي لا التطبيق ضابط ولا الموقع على قوقل ضابط.,Companies,Neutral
التطبيق لا يعمل من فترة طويله.. جاري البحث عن بنك يحترم عملائه,Companies,Neutral
تطبيق فاشل صار لي ساعه احاول ادخل وماقدرت بسبب انه يقلب الشاشه كل ماحاولت الدخول يكون خيار الاستمرار مفقود بعد مايتم ادخال اسم المستخدم والرقم السري,Companies,Impolite
كان ممتاز وبعدها لم نستطع الدخول وخاصه يعد جاءة لي رساله شراء من الانترنت 40 ريال وانا لم اشتري فهل يمكن هناك من استخدام بطاقتي وغير كلمة السر او كيف مع اني جربت البطاقه في الصراف الالي قبل الدخول بكلمة المرور ولكن في التطبيق لم استطع,Companies,Neutral
عشره اواخر الناس راحت تعتكف بلا خراط,Youtube,Neutral
حد يوصلو الصورة دي دة حال بعض المصريين مين اولا دول ولاشباب وشخصيات من أنحاء العالم يرتع في الخير المنتزع من قوت الفقراء #منتدي_شباب_العالم https://t.co/fgbgbmS2Dv,Tweet,Neutral
شاهد مراوغاه العاب المصري محمد صلاح؟: https://t.co/q27t8sLmNp عبر,Tweet,Neutral
حلو بليز لايكات ابقى اطلب طلبيه,Shein,Polite
11 - هدافو تصفيات كأس العالم 2018: 1️6️ | #محمد_السهلاوي 🇸🇦 1️6 | أحمد خليل🇦🇪 1️6 |️ ليفاندوفسكي 🇵🇱 1️5️ | كريستيانو 🇵🇹 11 | تيم كاهيل 🇦🇺 11 | لوكاكو 🇧🇪 11 | إريكسن 🇩🇰 11 | سردار أزمون 🇮🇷 10 | مايل يديناك 🇦🇺 10 | عمر خربين 🇸🇾 10 | كافاني 🇺🇾,Tweet,Neutral
جميل يجنن الخامه حلو تهبل مرا مرا اتمنى تعجبكم مثل ما اعجبتنا تهبل تهبل تهبل مرا مرا 🥺🥺🥺🥺,Shein,Polite
جميله وتستحق الشراء خذو اطاراتكم من شي ان وخلو عنكم غلا محلان النظارات,Shein,Neutral
القماش به شخنات كهربائيه لايفيد بها البخاخ المضاد لكهربا,Shein,Neutral
يتنافسون على  المصخرة,Youtube,Impolite
اخطاء كثير اخرها سوا لها يومين ٣ ارقام مايشحن التطبيق بطيء التطبيق,Companies,Neutral
#الدستور | «كاف»: #محمد_صلاح فخر للاعبين الأفارقة التفاصيل : https://t.co/BnOC97Farc https://t.co/4eyT8ZklI,Tweet,Polite
مرا يجنن والخامه روعه بالبس خطيرشكرا شي ان لايك لو سمحتم الله يسعدكم,Shein,Polite
هذا خبير كبير في الادله الجنائية هو نفسه لم يعرفها من ٢٠ عام لصورته,Youtube,Neutral
غير جيد ويعلق كثير,Companies,Neutral
حلو يجنن وزني وطولي جا تمام لايكات الله يرزقكم الجنه,Shein,Polite
جيد مقارنة بالسعر لا بأس,Shein,Neutral
هاذي المقابلة تسوى كللللللللللل شبكات الاعلام العالمية بصحفيها و رأسمالها و مدققينها و اي جهة تسيرها,Youtube,Neutral
"اكثر ضيوف فنجان عفوية ، سبحان الله يدخل القلب بدون إذن.
كل الحب لعائلة ثمانية على جهودكم",Youtube,Polite
https://t.co/Guoz9Y20C5 د. وليد الأيوبي في قراءة لمؤلفه عن #الربيع_العربي و #الفوضى_الخلاقة و #الصراع_على_الطاقة و #الاستراتيجية_الدفاعية و #حزب_الله و #الجمهورية_اللبنانية.,Tweet,Neutral
مسئول روسي يكشف الدور الأمريكي في تحريك ثورات الربيع العربي https://t.co/C9mBKcK3ar https://t.co/qnXREXVT2I,Tweet,Neutral
الهم صلي وسلم وبارك ع سيدنا محمد المنتج جميل جدا منتجات شيجلام تحفه,Shein,Neutral
جميله ومريحه تحن في لبس تنفع لمنسبات شكلها مرتب ليك ياحلوين,Shein,Polite
محمد صلاح جاب جول لما كان في تشيلسي واحنا اعتبرنا هداف الدوري الانجليزي كنوع من الهزار النهارد محمد صلاح فعليا بقي هداف الدوري الانجليزي,Tweet,Neutral
